pmid	disorder	structure
16740610	mood disorders	ventral
16749937	schizophrenia	ca2
16749937	schizophrenia	ca2
16749946	nicotine withdrawal	intermediate
16750349	schizophrenia	medial
16750903	schizophrenia	dorsolateral
16753180	dementia	substantia nigra
16755408	schizophrenia	thalamus
16762023	schizophrenia	thalamus
16762023	schizophrenia	thalamus
16762023	schizophrenia	dorsomedial
16772745	dementia	core
16774186	dementia	mouth
1677606	opioid dependence	ca3
16778401	alcohol withdrawal	core
16780812	schizophrenia	ventral
16780888	obstructive sleep apnoea	nose
16781156	pica	fourth ventricle
16783502	schizophrenia	midbrain
16783502	schizophrenia	midbrain
16783554	schizophrenia	dorsolateral
16783796	dementia	core
16785775	alcohol dependence	core
16786528	schizophrenia	dorsolateral
16788771	schizophrenia	core
16793240	schizophrenia	dorsolateral
16799146	dementia	intermediate
16801154	obsessive-compulsive disorder	nucleus accumbens
16801952	schizophrenia	intermediate
16803620	schizophrenia	core
16807338	panic disorder	dorsomedial
16807870	dementia	nose
16814260	schizophrenia	nucleus accumbens
16814264	schizophrenia	dorsolateral
16819063	dementia	core
16819063	dementia	core
1682008	panic attack	midbrain
16823388	opioid withdrawal	stria terminalis
16824491	schizophrenia	medial
16826516	narcolepsy	hypothalamus
1682969	schizophrenia	brain stem
16842692	dementia	core
16842821	schizophrenia	thalamus
16843229	anorexia nervosa	core
16843229	binge eating disorder	intermediate
16846262	schizophrenia	core
16848888	panic disorder	core
16855529	obsessive-compulsive disorder	internal capsule
16858745	dementia	core
16861106	schizophrenia	ca1
16864825	dementia	core
16868066	dementia	medial
16873659	pica	core
16874608	personality disorder	core
1687809	dementia	cerebellum
16879292	mood disorders	cerebellum
16885230	schizophrenia	core
16885230	schizophrenia	core
16889985	agoraphobia	medial
16889985	panic disorder	medial
16891386	dementia	medial
16896958	schizophrenia	dorsolateral
16900656	dementia	cranial nerves
16901336	schizophrenia	cerebral cortex
16905257	pica	cerebellar nuclei
16905560	schizophrenia	dorsolateral
16906778	schizophrenia	core
16910533	schizophrenia	intermediate
16910533	schizophrenia	intermediate
16910547	schizophrenia	thalamus
16912340	dementia	core
16913984	dementia	core
16914245	frontotemporal dementia	core
16914401	dementia	core
16914401	dementia	core
16914401	dementia	core
16914877	dementia	core
16915993	nicotine dependence	core
16919409	attention deficit hyperactivity disorder	cerebellum
16921248	dementia	globus pallidus
1692273	schizophrenia	nose
16923049	schizophrenia	corpus callosum
16923049	schizophrenia	corpus callosum
16923147	schizophrenia	core
16931146	dementia	core
16934009	dementia	core
16934777	schizophrenia	ventral
16934777	schizophrenia	core
16934862	schizophrenia	ventral
16938013	schizophrenia	dorsolateral
16938024	personality disorder	core
1694325	schizophrenia	medial
1694325	schizophrenia	core
16944104	schizophrenia	core
1694418	dementia	substantia nigra
1694418	dementia	medial
16944412	obsessive-compulsive disorder	striatum
16945506	schizophrenia	globus pallidus
16946939	schizophrenia	core
16946939	schizophrenia	core
16949259	schizophrenia	dorsolateral
16949259	schizophrenia	medial
16952445	schizophrenia	dorsolateral
16955995	schizophrenia	cerebellum
16960447	dementia	core
16960576	schizophrenia	dorsolateral
16962578	opioid dependence	ca2
16963586	schizophrenia	internal capsule
16965182	schizophrenia	core
16968345	alcohol dependence	core
16981155	obsessive-compulsive disorder	thalamus
16983646	schizophrenia	dorsolateral
16996749	intellectual disability	corpus callosum
16997002	schizophrenia	dorsolateral
16998418	cocaine dependence	intermediate
17010949	schizophrenia	dorsolateral
17012341	obsessive-compulsive disorder	internal capsule
17012685	schizophrenia	intermediate
17012685	schizophrenia	medial
17012697	schizophrenia	cerebellar cortex
17012697	schizophrenia	cerebellar cortex
17012935	dementia	core
17016157	dementia	core
17017553	restless legs syndrome	subthalamic nucleus
17017823	dementia	core
17026778	dementia	core
17027695	schizophrenia	dorsolateral
17028559	dementia	cerebral cortex
17028559	dementia	dentate gyrus
1702930	dementia	cerebellum
17029909	schizophrenia	intermediate
17030651	schizophrenia	dorsolateral
17034435	alcohol dependence	nose
17036244	dementia	ca1
17036244	dementia	hippocampal formation
17036260	schizophrenia	medial
17037102	depressive disorders	intermediate
17041287	schizophrenia	intermediate
17041920	anorexia nervosa	hypothalamus
17046031	schizophrenia	core
17049816	schizophrenia	core
17050092	dementia	core
17050516	dementia	cerebral cortex
17052351	dementia	substantia nigra
17052838	nicotine withdrawal	hypothalamus
17055703	schizophrenia	dorsolateral
17067344	alcohol dependence	core
17069732	narcolepsy	hypothalamus
17070846	schizophrenia	corpus callosum
17071057	schizophrenia	globus pallidus
17071920	dementia	hippocampal formation
17074944	schizophrenia	medial
17074944	schizophrenia	medial
17074949	schizophrenia	dorsal
17075355	mood disorders	core
17076912	panic disorder	intermediate
17076936	schizophrenia	nucleus accumbens
17077809	schizophrenia	striatum
17079111	dementia	core
17081668	schizophrenia	rostral
17081668	schizophrenia	rostral
17088334	alcohol dependence	dorsal
17088679	dementia	thalamus
17088679	dementia	thalamus
17091130	nicotine dependence	ventral
17092978	narcolepsy	cerebral cortex
17095155	schizophrenia	molecular layer
17095199	schizophrenia	thalamus
17096398	obsessive-compulsive disorder	cingulum bundle
17097769	dementia	medial
17097796	dementia	core
17098398	schizophrenia	lateral ventricle
17099555	schizophrenia	nose
17099613	attention deficit hyperactivity disorder	vagus nerve
17100534	schizophrenia	intermediate
17103345	nicotine dependence	core
17107235	schizophrenia	core
17108711	cocaine dependence	rostral
17109312	opioid dependence	core
17109707	personality disorder	core
17109970	schizophrenia	core
17110080	obsessive-compulsive disorder	core
17117612	schizophrenia	core
17118097	sleep terrors	mouth
17118281	panic disorder	core
17118973	schizophrenia	core
17123477	schizophrenia	layer 3
17125886	dementia	striatum
17126369	schizophrenia	medial
17130378	nicotine dependence	core
17132158	schizophrenia	internal capsule
17132158	schizophrenia	internal capsule
17133515	restless legs syndrome	substantia nigra
17134017	dementia	core
17135810	dementia	core
17136704	dementia	core
17136707	dementia	intermediate
1713799	dementia	core
17138582	schizophrenia	thalamus
17139042	schizophrenia	core
17141474	schizophrenia	medial
17141478	schizophrenia	hippocampal region
17142980	schizophrenia	hypothalamus
17148960	neurodevelopmental disorders	hippocampal formation
17148960	neurodevelopmental disorders	hippocampal formation
17151161	schizophrenia	dorsal
17153817	schizophrenia	core
17153817	schizophrenia	core
1715677	schizophrenia	lateral ventricle
1715677	schizophrenia	lateral ventricle
1715677	schizophrenia	lateral ventricle
1715677	schizophrenia	lateral ventricle
17161915	opioid dependence	nucleus accumbens
17161915	opioid dependence	nucleus accumbens
17162722	neurocognitive disorders	nose
17163083	dementia	core
17163083	dementia	core
17164265	schizophrenia	dorsolateral
17166669	schizophrenia	nucleus accumbens
17166669	schizophrenia	cerebral cortex
17166994	nocturnal enuresis	mouth
17166994	nocturnal enuresis	mouth
17167991	schizophrenia	medial
17169766	anorexia nervosa	hypothalamus
1717194	dementia	thalamus
17174708	generalised anxiety disorder	mouth
17182218	schizophrenia	medial
17185511	schizophrenia	cerebral cortex
17187022	narcolepsy	hypothalamus
17187494	schizophrenia	core
17187965	narcolepsy	medial
17188463	schizophrenia	thalamus
17192672	dementia	cerebral cortex
17195931	dementia	ca1
17201860	schizophrenia	core
17203586	dementia	hippocampal region
17204398	schizophrenia	intermediate
17205861	dementia	core
17206187	dementia	core
17207473	schizophrenia	ventral
17210622	pica	medulla
17210622	pica	dorsolateral
17210817	dementia	medial
17210817	dementia	core
17213719	frontotemporal dementia	intermediate
17215046	panic disorder	dorsolateral
17219017	schizophrenia	hippocampal formation
17221848	mood disorders	core
17222539	schizophrenia	medial
17222539	schizophrenia	dorsal
17225203	schizophrenia	striatum
1722980	dementia	cerebral cortex
17230311	alcohol dependence	hypothalamus
17239247	schizophrenia	nucleus accumbens
17239354	schizophrenia	dentate gyrus
17239354	schizophrenia	hippocampal formation
17239513	schizophrenia	thalamus
17240165	schizophrenia	core
17242588	schizophrenia	central part
17250627	alcohol intoxication	cerebellum
17250627	alcohol intoxication	cerebellum
17252580	social anxiety disorder	striatum
17253512	panic disorder	core
17259865	narcolepsy	hypothalamus
17259865	narcolepsy	hypothalamus
17259867	schizophrenia	ca1
17275187	dementia	claustrum
17275337	schizophrenia	corpus callosum
17276751	schizophrenia	medial
1728181	schizoaffective disorder	intermediate
17283306	neurodevelopmental disorders	core
17284347	dementia	substantia nigra
17286345	alcohol dependence	core
17286593	opioid withdrawal	hypothalamus
17291784	alcohol dependence	ventral
17295712	dementia	cerebrum
17299017	dementia	striatum
17299502	schizophrenia	core
17299517	schizophrenia	medial
17299517	schizophrenia	medial
17299517	schizophrenia	medial
17300584	intellectual disability	retina
17303173	dementia	hippocampal formation
17303593	schizophrenia	nucleus accumbens
17306884	schizophrenia	medial
17306884	schizophrenia	hippocampal formation
17313964	panic disorder	dorsal
17314085	schizophrenia	core
17315760	pica	caudal
17320828	cocaine withdrawal	nucleus accumbens
17321114	schizophrenia	caudal
17321114	schizophrenia	medial
17321756	dementia	medial
17323222	schizophrenia	core
17323538	alcohol withdrawal	nose
17323663	obstructive sleep apnoea	mouth
17328870	schizophrenia	ventral
17329081	schizophrenia	corpus callosum
17329472	schizophrenia	corpus callosum
17329472	schizophrenia	corpus callosum
17336037	panic disorder	core
17336500	schizophrenia	core
17336502	schizophrenia	thalamus
17336502	schizophrenia	thalamus
17341771	dementia	intermediate
17341843	schizophrenia	dentate gyrus
17341843	schizophrenia	dentate gyrus
17346931	schizophrenia	core
17346931	schizophrenia	core
17347257	frontotemporal dementia	core
17348465	restless legs syndrome	core
17349859	schizophrenia	dorsolateral
17349862	schizophrenia	core
17350226	schizophrenia	primary visual area
17350413	pica	fourth ventricle
17351905	agoraphobia	core
17356344	dementia	core
17363218	schizophrenia	core
17363277	schizophrenia	striatum
17364271	kleptomania	globus pallidus
17366353	catatonia	corpus callosum
17366353	catatonia	medial
17366354	depressive disorders	hypothalamus
17367945	schizophrenia	ventral
17370106	schizophrenia	dorsolateral
17372128	dementia	core
17376600	schizophrenia	core
1737707	schizophrenia	core
17379482	schizophrenia	dorsolateral
17380783	pica	caudal
17382405	schizophrenia	intermediate
17383818	schizophrenia	core
17383859	schizophrenia	core
17387520	delirium	core
17398080	schizophrenia	medial
17399900	schizophrenia	dorsolateral
17401550	delirium	core
17403976	cocaine dependence	striatum
17404117	schizophrenia	thalamus
17404704	delirium	core
17404704	delirium	core
17404704	delirium	core
17405927	mood disorders	dorsolateral
17412427	schizophrenia	primary somatosensory area
17414548	dementia	core
174221	dementia	cranial nerves
1742321	alcohol intoxication	core
17427242	schizophrenia	hippocampal formation
17433119	dementia	core
17433628	schizophrenia	ventral
17434455	schizophrenia	medial
17434756	dementia	hippocampal formation
17435392	narcolepsy	hypothalamus
17435461	schizophrenia	core
17435662	dementia	hypothalamus
17436377	hypochondriasis	core
17439499	mood disorders	medial
17442063	dementia	ca1
17442063	dementia	hippocampal formation
17445523	schizophrenia	core
17445907	schizophrenia	core
1744652	dementia	hypoglossal nucleus
17446720	dementia	core
17448497	dementia	molecular layer
17448497	dementia	flocculus
17448497	dementia	cerebellar cortex
17448528	dementia	striatum
17448541	schizophrenia	ventral
17448605	schizophrenia	core
17450409	delirium	nose
17453265	dementia	core
17453265	dementia	core
17453265	dementia	core
17457889	schizophrenia	ventral
17460613	nicotine withdrawal	ventral
17462743	schizophrenia	medial
17464546	schizophrenia	cerebrum
17464690	schizophrenia	core
17464717	schizophrenia	dorsolateral
17465978	dementia	ca2
17468047	chronic insomnia	rostral
17469682	dementia	core
17471287	schizophrenia	dorsolateral
1747523	dementia	core
17476682	schizophrenia	ca3
17476682	schizophrenia	ca3
17479120	obstructive sleep apnoea	optic nerve
17482797	schizophrenia	dorsolateral
17485733	schizophrenia	fiber tracts
17487768	delirium	core
17487935	anorexia nervosa	core
17487937	dementia	nose
17488364	depressive disorders	core
17489810	autism spectrum disorder	core
17492764	nicotine dependence	core
17493187	delirium	intermediate
17498927	schizophrenia	core
17498928	schizophrenia	dorsolateral
17502808	schizophrenia	core
17503122	dementia	core
17503974	schizophrenia	core
17503979	schizophrenia	core
17505468	schizophrenia	core
17507880	schizophrenia	thalamus
17507881	dementia	core
17507910	schizophrenia	ca3
17508294	schizophrenia	dorsolateral
17508298	schizophrenia	hippocampal formation
17509752	frontotemporal dementia	core
17510630	dementia	crossed
17510951	schizophrenia	dorsolateral
17513197	schizophrenia	medial
17517079	delirium	nose
17519508	cocaine withdrawal	ca2
17520793	restless legs syndrome	substantia nigra
17521792	schizophrenia	dorsolateral
17526600	schizophrenia	medial
17531353	dementia	core
17532012	dementia	core
1753242	dementia	thalamus
17540541	schizophrenia	dorsolateral
17543505	schizophrenia	core
17544631	schizophrenia	medial
17548780	dementia	intermediate
17551357	schizophrenia	medial
17554663	schizophrenia	core
17558821	nicotine dependence	core
17559877	schizophrenia	core
17560498	attention deficit hyperactivity disorder	core
17560766	schizophrenia	medial
17561823	nicotine withdrawal	nucleus accumbens
17561823	nicotine withdrawal	nucleus accumbens
17562828	dementia	intermediate
17562828	dementia	intermediate
17564828	schizophrenia	core
17567627	schizophrenia	core
17568569	schizophrenia	dorsolateral
17572788	attention deficit hyperactivity disorder	core
17574388	schizophrenia	dorsal
17574388	schizophrenia	dorsal
17578565	schizophrenia	medial
17579497	nicotine dependence	intermediate
17579498	schizophrenia	intermediate
17581711	dementia	core
17584055	schizophrenia	ca2
17585970	depressive disorders	dorsal
17587598	schizophrenia	frontal pole
17588883	dissociative identity disorder	core
17590354	schizophrenia	cingulum bundle
17593150	attention deficit hyperactivity disorder	core
17599358	obsessive-compulsive disorder	dorsolateral
1759956	bulimia nervosa	core
17599696	dementia	ca1
17600622	narcolepsy	midbrain
17602338	dementia	core
17602762	dementia	nose
17603406	schizophrenia	medial
17605576	schizophrenia	dorsolateral
17606659	schizophrenia	striatum
17606661	schizophrenia	ventral
17606661	schizophrenia	dorsal
17608875	dementia	nose
17608886	delirium	core
1760971	dementia	optic nerve
17610390	schizophrenia	core
17611066	frontotemporal dementia	medial
17616347	schizophrenia	core
17617664	schizophrenia	core
17618027	schizophrenia	dorsolateral
17618535	dementia	core
17622475	adjustment disorder	core
17623397	personality disorder	core
17624647	mood disorders	core
17624993	alcohol dependence	dorsolateral
17624993	alcohol dependence	thalamus
17626282	mood disorders	medial
17629725	schizophrenia	core
17630255	schizophrenia	core
17631280	schizophrenia	dorsolateral
17634971	schizophrenia	intermediate
17636738	schizophrenia	core
17638145	dementia	core
17639426	dementia	ca1
17644863	anorexia nervosa	hypothalamus
17645246	dementia	substantia nigra
17652599	schizophrenia	striatum
17654413	bulimia nervosa	core
17654832	schizophrenia	core
17659078	dementia	core
17666495	schizophrenia	core
17671869	schizophrenia	cerebral cortex
17671872	schizophrenia	intermediate
17675922	alcohol withdrawal	nucleus accumbens
17676402	schizophrenia	dorsolateral
17676686	anorexia nervosa	core
17681834	nicotine dependence	mouth
17689233	nicotine withdrawal	core
17689500	schizophrenia	intermediate
17689500	schizophrenia	intermediate
17690748	alcohol intoxication	core
17690978	schizophrenia	core
17691076	schizophrenia	core
17691329	mood disorders	vagus nerve
17692522	delirium	core
17692720	nicotine dependence	core
17697413	dementia	core
17697483	nicotine dependence	core
17698324	schizophrenia	layer 2
17698433	nicotine withdrawal	core
17701117	dementia	nose
17702990	schizophrenia	core
17703882	dementia	nose
17707869	schizophrenia	core
17716052	schizophrenia	core
17719205	schizophrenia	dorsolateral
17723032	schizophrenia	medial
17764911	schizophrenia	dorsolateral
17764911	schizophrenia	dorsolateral
17765479	schizophrenia	rostral
17765480	schizophrenia	core
17767149	schizophrenia	dorsal
17768445	pica	facial nerve
17768445	pica	facial nerve
17786406	schizophrenia	thalamus
17786458	dementia	striatum
17786458	dementia	striatum
1779131	dementia	hippocampal formation
17794395	rapid cycling	core
17803757	schizophrenia	dorsal
17803757	schizophrenia	medial
17805309	schizophrenia	core
1781968	dementia	core
1781976	dementia	core
17823650	schizophrenia	core
17823650	schizophrenia	thalamus
17845950	dementia	core
17845950	dementia	core
17845950	dementia	core
17846202	dementia	medial
17851192	dementia	intermediate
17851324	schizophrenia	core
17854919	schizophrenia	core
17855046	dementia	intermediate
17872395	mood disorders	medial
17872395	mood disorders	striatum
17874295	dementia	intermediate
17875036	hypochondriasis	core
17880389	dementia	substantia nigra
17880399	schizophrenia	cerebellum
17880399	schizophrenia	cerebellum
17880399	schizophrenia	dorsolateral
17881518	schizophrenia	striatum
17884328	social anxiety disorder	core
17884347	schizophrenia	intermediate
17884349	schizophrenia	corpus callosum
17884349	schizophrenia	anterior part
17885256	dementia	core
17888804	depressive disorders	nose
17888812	delirium	nose
17890058	schizophrenia	dorsolateral
17891261	schizophrenia	core
17895915	schizophrenia	medial
17898032	frontotemporal dementia	core
17898202	schizophrenia	corpus callosum
17898202	schizophrenia	corpus callosum
17898202	schizophrenia	corpus callosum
17899353	schizophrenia	intermediate
17900866	schizophrenia	core
17903066	schizophrenia	nose
17904824	schizophrenia	cerebral cortex
17904824	schizophrenia	dorsolateral
17905522	schizophrenia	shell
17906336	schizophrenia	nose
17907205	pica	cranial nerves
17907205	pica	cranial nerves
17907205	pica	hypoglossal nerve
17908002	obstructive sleep apnoea	core
1791296	schizophrenia	apical
17913347	pica	brain stem
17913347	pica	cerebellum
17913465	schizophrenia	thalamus
17913465	schizophrenia	thalamus
17917350	dementia	medial
17920244	dementia	nose
17922892	narcolepsy	core
17933495	schizophrenia	cerebral cortex
17938637	schizophrenia	dorsolateral
17938639	attention deficit hyperactivity disorder	core
17940750	schizophrenia	medial
17942280	schizophrenia	dorsolateral
17943086	narcolepsy	hypothalamus
17945295	enuresis	intermediate
17950165	depressive disorders	nose
17951014	mood disorders	core
17952290	dementia	isocortex
1795403	dementia	hippocampal formation
17958084	depressive disorders	core
17959361	attention deficit hyperactivity disorder	corpus callosum
17961984	schizophrenia	hippocampal formation
17961984	schizophrenia	hippocampal formation
17961988	schizophrenia	medial
17962598	dementia	medial
17964117	schizophrenia	dorsolateral
17964761	schizophrenia	core
17965033	delirium	thalamus
17966952	delirium	medial
17967921	autism spectrum disorder	core
17969346	dementia	core
17976879	obsessive-compulsive disorder	dorsolateral
17977901	neurodevelopmental disorders	core
17981387	dementia	core
17982582	opioid dependence	nucleus accumbens
17983288	bulimia nervosa	core
17984392	schizophrenia	visual areas
17984777	schizophrenia	core
17987058	schizophrenia	ventral
17988362	mood disorders	core
17988893	dementia	core
17989288	rapid cycling	retina
17998444	dementia	core
18000153	delirium	core
18001771	schizophrenia	dorsolateral
18001841	mood disorders	core
18002406	dementia	nose
18003839	obsessive-compulsive disorder	nucleus accumbens
18004945	attention deficit hyperactivity disorder	core
18005495	schizophrenia	dorsolateral
18006953	dementia	globus pallidus
18007092	dementia	ca1
18019044	schizophrenia	core
18021267	pica	dorsal
18021267	pica	dorsal
18021267	pica	dorsal
18024170	restless legs syndrome	substantia nigra
18026959	pica	trunk
18029027	schizoaffective disorder	intermediate
18033238	schizophrenia	dorsolateral
18034624	schizophrenia	cerebellum
18035242	dementia	core
1803793	dementia	intermediate
18041072	mood disorders	core
18042994	dementia	core
18044203	schizophrenia	dorsolateral
18048104	schizophrenia	core
18048105	dementia	hippocampal region
18048105	dementia	hippocampal region
18054397	panic disorder	periaqueductal gray
18055925	schizophrenia	core
18055926	schizophrenia	third ventricle
18055957	schizophrenia	core
18056239	anorexia nervosa	ventral
18057429	dementia	lower limb
18057429	dementia	lower limb
180589	dementia	trunk
18059441	panic disorder	dorsomedial
18063409	dementia	facial nerve
18070852	schizophrenia	core
18070852	schizophrenia	dorsolateral
18071036	dementia	intermediate
18071039	dementia	core
18077695	schizophrenia	thalamus
18077695	schizophrenia	thalamus
18077695	schizophrenia	core
18077695	schizophrenia	intermediate
18077695	schizophrenia	intermediate
18077695	schizophrenia	thalamus
18078707	schizophrenia	cerebral cortex
18081634	schizophrenia	core
18083013	schizoaffective disorder	intermediate
18085024	factitious disorders	nose
18088378	dementia	cerebral cortex
18090463	schizoaffective disorder	trunk
18091226	obsessive-compulsive disorder	internal capsule
18091226	obsessive-compulsive disorder	internal capsule
18091238	pica	caudal
18094668	schizophrenia	cerebellum
18096406	schizophrenia	corpus callosum
1810629	dementia	cerebral cortex
18154490	dementia	core
18155679	schizophrenia	dorsolateral
18162023	personality disorder	core
18164074	schizophrenia	dorsolateral
18164085	schizophrenia	core
18167416	adjustment disorder	core
18167420	obsessive-compulsive disorder	striatum
18171311	depressive disorders	intermediate
18176077	frontotemporal dementia	core
18176077	dementia	core
18177946	schizophrenia	cerebellum
18178068	alcohol dependence	medial
18180336	obsessive-compulsive disorder	corpus callosum
18184757	pica	ventral
18185029	schizophrenia	medial
18189278	pica	caudal
18189278	pica	fourth ventricle
18190366	anorexia nervosa	hypothalamus
18191103	panic disorder	core
18191109	schizophrenia	dorsolateral
18191545	schizophrenia	stratum lucidum
18191906	schizophrenia	ventral
18193072	schizophrenia	intermediate
18196180	schizophrenia	core
18198267	anorexia nervosa	crossed
18203698	schizophrenia	dorsolateral
18203698	schizophrenia	layers 2
18204247	dementia	core
18204247	dementia	core
18204414	dementia	intermediate
18206188	dementia	hippocampal formation
18207134	neurodevelopmental disorders	core
18210807	dementia	cerebral cortex
18210807	dementia	cerebral cortex
18210807	frontotemporal dementia	cerebral cortex
18210808	schizophrenia	ventral
18210831	dementia	intermediate
18210849	dementia	cerebral cortex
18211909	adjustment disorder	core
18212395	dementia	core
18216465	dementia	core
18216465	dementia	core
18216774	schizophrenia	dorsolateral
1821705	dementia	hypothalamus
18218293	schizophrenia	core
18219254	dementia	striatum
18219254	dementia	striatum
18221196	schizophrenia	facial nerve
18222069	schizophrenia	striatum
18222544	schizophrenia	ventral
18222544	schizophrenia	dorsal
18222544	cocaine dependence	nucleus accumbens
18222652	schizophrenia	hypothalamus
18226506	schizophrenia	thalamus
18229882	dementia	nose
18229882	dementia	nose
18234476	schizophrenia	medial
18242957	schizophrenia	medial
18242957	schizophrenia	medial
18246936	narcolepsy	hypothalamus
18247280	dementia	intermediate
18250309	autism spectrum disorder	ca2
18254030	narcolepsy	trunk
18255048	schizophrenia	core
18256595	schizophrenia	dorsolateral
18260868	depressive disorders	core
18261933	schizophrenia	medial
18264009	dementia	core
18266214	schizophrenia	thalamus
18268500	schizophrenia	dorsolateral
18269544	dementia	mouth
18275305	pica	caudal
18275305	pica	trunk
18275305	pica	caudal
18281149	restless legs syndrome	red nucleus
18281411	schizophrenia	dorsolateral
18281411	schizophrenia	dorsolateral
18281411	schizophrenia	cerebral cortex
18287935	schizophrenia	dorsal
18288241	schizophrenia	medial
18289833	schizophrenia	corpus callosum
18289833	schizophrenia	corpus callosum
18290830	dementia	medial
18290830	mood disorders	medial
18290848	dementia	core
18291691	narcolepsy	hypothalamus
18295189	schizophrenia	globus pallidus
18295189	schizophrenia	globus pallidus
18295748	schizophrenia	intermediate
18296551	dementia	medial
18297054	schizophrenia	core
1829731	dementia	ca2
1829731	dementia	ca2
1829731	dementia	ca2
18297388	attention deficit hyperactivity disorder	core
18299157	schizophrenia	core
18301955	schizophrenia	thalamus
18301955	schizophrenia	thalamus
18301955	schizophrenia	thalamus
18301955	schizophrenia	thalamus
18301955	schizophrenia	thalamus
18307244	dementia	substantia nigra
18311160	schizophrenia	core
18311160	schizophrenia	core
18312122	personality disorder	core
18316420	nicotine dependence	dorsal
18317461	schizophrenia	dorsolateral
18317466	schizophrenia	striatum
18321870	schizophrenia	rostral
18321870	schizophrenia	rostral
18322469	schizophrenia	dorsolateral
18325670	schizophrenia	medial
18327021	catatonia	core
18330705	schizophrenia	intermediate
18331165	schizophrenia	core
18331167	schizophrenia	cingulum bundle
18345433	schizophrenia	corpus callosum
18345433	schizophrenia	corpus callosum
18347838	schizophrenia	core
18349518	dementia	substantia nigra
18354062	delirium	nose
18356066	schizophrenia	corpus callosum
18357425	dementia	intermediate
18358136	enuresis	core
18359576	schizophrenia	core
18362790	pica	crossed
18363310	narcolepsy	medial
18363310	narcolepsy	medial
18363310	narcolepsy	medial
18363311	narcolepsy	intermediate
18372772	dementia	nose
18377701	dementia	core
18380695	dementia	core
18381902	schizophrenia	thalamus
18382120	schizophrenia	cerebellum
18382272	schizophrenia	thalamus
18382272	schizophrenia	medial
18385736	pica	core
18386631	dementia	medial
18386631	dementia	dorsal
18388172	dementia	core
18390196	schizophrenia	thalamus
18390196	schizophrenia	cerebellum
18390196	schizophrenia	thalamus
18392933	schizophrenia	core
18395701	schizophrenia	cerebrum
18396185	schizophrenia	core
18398470	schizophrenia	medial
18398913	dementia	core
18400207	schizophrenia	core
18400471	schizophrenia	dorsolateral
18402076	dementia	core
18406481	agoraphobia	apical
18408563	schizophrenia	dorsolateral
18411986	dementia	intermediate
18412838	dementia	core
18415830	depressive disorders	core
18415830	depressive disorders	core
18415951	mood disorders	core
1841609	dementia	core
18416797	dementia	core
18417105	cocaine withdrawal	nucleus accumbens
18417105	cocaine withdrawal	core
18422945	delirium	nose
18423984	schizophrenia	core
18427502	schizophrenia	cerebellum
18427784	schizophrenia	core
18428667	schizophrenia	core
18433657	obsessive-compulsive disorder	core
18433806	schizophrenia	ventral
18436882	dementia	medial
18438678	schizophrenia	cingulum bundle
18439110	mood disorders	striatum
18441492	dementia	mouth
18442119	frontotemporal dementia	striatum
18443980	anorexia nervosa	core
18444712	attention deficit hyperactivity disorder	corpus callosum
18448479	schizophrenia	intermediate
18450170	schizophrenia	core
18450426	schizophrenia	ventral
18454099	schizophrenia	pyramidal layer
18455369	schizophrenia	core
1845602	pica	facial nerve
18457535	restless legs syndrome	mouth
18458774	schizophrenia	core
18460229	schizophrenia	ventral
18461540	schizophrenia	core
18461546	schizophrenia	corpus callosum
18462708	schizophrenia	thalamus
18462708	schizophrenia	thalamus
18462708	schizophrenia	medial
18462708	schizophrenia	thalamus
18463447	dementia	choroid plexus
18463626	schizophrenia	layer 3
18463626	schizophrenia	layer 3
18468749	dementia	retina
18469254	dementia	intermediate
18470405	attention deficit hyperactivity disorder	core
18472202	schizophrenia	medial
18472202	schizophrenia	medial
18472202	schizophrenia	medial
18474208	schizophrenia	core
18479318	schizophrenia	medial
18479842	alcohol dependence	intermediate
18480822	pica	core
18481073	dementia	hippocampal formation
1848113	schizophrenia	cerebral cortex
18484287	schizophrenia	dorsal
18484287	schizophrenia	dorsal
18485264	schizophrenia	intermediate
18485672	schizophrenia	corpus callosum
18486106	schizophrenia	corpus callosum
18486106	schizophrenia	corpus callosum
18487847	dementia	pallidum
18488428	nicotine withdrawal	mouth
18490183	schizophrenia	ventral
18490925	obsessive-compulsive disorder	ventral
18496870	dementia	intermediate
18496908	mood disorders	core
18497099	schizophrenia	intermediate
18501932	neurodevelopmental disorders	dorsal
18504422	schizophrenia	dorsolateral
18508392	dementia	core
18511306	attention deficit hyperactivity disorder	cerebellum
18513133	schizophrenia	ventral
18514153	schizophrenia	core
18515892	schizophrenia	corpus callosum
18515892	schizophrenia	corpus callosum
18516522	dementia	intermediate
18519527	schizophrenia	dorsolateral
18519823	depressive disorders	core
18519829	cannabis dependence	core
18519829	cannabis dependence	core
18519829	cannabis dependence	core
1852262	alcohol intoxication	ca2
18523642	dementia	core
18528789	dementia	core
18534564	schizophrenia	layers 2
18534564	schizophrenia	layers 3
18541507	schizophrenia	thalamus
18541507	schizophrenia	thalamus
18541507	schizophrenia	dorsal
1854678	schizophrenia	corpus callosum
18550592	schizophrenia	medial
18553389	schizophrenia	intermediate
18554467	nocturnal enuresis	mouth
18554874	schizophrenia	dorsolateral
18554876	schizophrenia	core
18554876	schizophrenia	core
18555054	anorexia nervosa	intermediate
18558152	schizophrenia	dorsolateral
18558427	depressive disorders	medial
18558437	panic disorder	core
18560887	obsessive-compulsive disorder	ventral
18561954	dementia	globus pallidus
18562178	schizophrenia	corpus callosum
